NU_ANO_CENSO|ID_ALUNO|ID_MATRICULA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_LOCAL_RESID_DIFERENCIADA|IN_NECESSIDADE_ESPECIAL|IN_BAIXA_VISAO|IN_CEGUEIRA|IN_DEF_AUDITIVA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_SURDEZ|IN_SURDOCEGUEIRA|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_AMPLIADA_18|IN_RECURSO_AMPLIADA_24|IN_RECURSO_CD_AUDIO|IN_RECURSO_PROVA_PORTUGUES|IN_RECURSO_VIDEO_LIBRAS|IN_RECURSO_BRAILLE|IN_RECURSO_NENHUM|IN_AEE_LIBRAS|IN_AEE_LINGUA_PORTUGUESA|IN_AEE_INFORMATICA_ACESSIVEL|IN_AEE_BRAILLE|IN_AEE_CAA|IN_AEE_SOROBAN|IN_AEE_VIDA_AUTONOMA|IN_AEE_OPTICOS_NAO_OPTICOS|IN_AEE_ENRIQ_CURRICULAR|IN_AEE_DESEN_COGNITIVO|IN_AEE_MOBILIDADE|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_BICICLETA|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_TR_ANIMAL|IN_TRANSP_VANS_KOMBI|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|TP_ETAPA_ENSINO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_MEDIACAO_DIDATICO_PEDAGO|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_UNIFICADA|TP_TIPO_ATENDIMENTO_TURMA|TP_TIPO_LOCAL_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_OSCIP|IN_MANT_ESCOLA_PRIV_ONG_OSCIP|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2019|2CD712F0670B8A5F7CD524895C8D6C09|300701385|7|2016|2|3|2|1|1|76|32|3201506|32|3200359|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|6504782||1|255|0|0|0|0|5|0|1|0|32061790|3|3201|32003|32|3200359|320035905|3|1|||||||||||1|0|0
2019|E85457D979E93F690B19EC09EA69F560|157978200|7|1999|19|20|2|3|1|76|32|3205309|||1||0||||||||||||||||||||||||||||||||||3|0||||||||||||34|0|1|0|1|14845122|3054|1|360|0|0|0|0|5|0|1|0|32080824|3|3203|32009|32|3201308|320130810|1|1|||||||||||1|0|0
2019|D8587C10F910D515F2E0C072EC425BC2|332488728|3|2009|10|10|2|3|1|76|32|3205309|32|3205101|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|14810285||1|295|0|0|0|0|5|0|1|0|32037678|3|3203|32009|32|3205101|320510105|3|1|||||||||||1|0|0
2019|72CD43351E420F2C2FDBE0F357EA6B8D|334614180|7|2006|12|13|1|3|1|76|32|3205002|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|14672791||1|270|0|0|0|0|5|0|1|0|32036345|3|3203|32009|32|3205002|320500215|3|1|||||||||||1|0|0
2019|AE62FE6930121AC5590FCC2EE9F3AAFF|360955200|11|2004|14|15|2|3|1|76|32|3203908|32|3203908|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|16124109||1|270|0|0|0|0|5|0|1|0|32006160|3|3201|32002|32|3203908|320390805|3|1|||||||||||1|0|0
2019|0A765AA80F8D7DFF44E6263DFA4898FD|223624676|12|2001|17|18|2|0|1|76|32|3205309|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||27|0|1|0|0|14570117||1|320|0|0|0|0|5|0|1|0|32040091|3|3203|32009|32|3205309|320530905|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|6A5973EA931ACDD6035BC00CDE8358EE|330542970|10|2017|1|2|1|4|1|76|32|3203403|32|3203403|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|13346282||1|255|0|0|0|0|5|0|1|0|32067437|3|3204|32012|32|3203403|320340305|3|1|||||||||||1|0|0
2019|71E267E3568389FF1135135C67310D44|233327040|8|2015|3|4|2|3|1|76|32|3205002|32|3205002|1|0|1|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1||||||||||||3|0||||||||||||1|0|1|0|0|6492036||1|240|0|0|12|0|5|0|1|0|32123019|3|3203|32009|32|3205002|320500215|3|1|||||||||||2|0|0
2019|B69C1726E0260AABFB854412086A283A|332615082|8|2014|4|5|1|3|1|76|32|3203908|32|3203908|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|6213815||1|600|0|0|0|0|5|0|1|0|32081421|3|3201|32002|32|3203908|320390805|3|1|||||||||||1|0|0
2019|32300C21D7CEB1E31FC7C70C7D250E03|284922085|7|2011|7|8|1|0|1|76|32|3201209|32|3201209|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|9139807||1|270|0|0|0|0|5|0|1|0|32052588|3|3204|32012|32|3201209|320120905|3|1|||||||||||1|0|0
2019|DFC5115E5861829BADE0C5EC7FA835F2|337307847|9|2011|7|8|2|0|1|76|32|3205200|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|1140462||1|270|0|0|0|0|5|0|1|0|32099800|3|3203|32009|32|3205200|320520020|3|1|||||||||||1|0|0
2019|5F1A46F421074D9FBE8907B06E865C2F|300725753|8|2007|11|12|1|3|1|76|35|3522505|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|7897440||1|260|210|0|0|0|5|0|1|0|32080190|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
2019|954E200DB0BABEA7B6D0731B303238AE|372914158|11|2009|9|10|1|1|1|76|33|3303302|32|3200607|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|15400143||1|270|0|0|0|0|5|0|1|0|32019688|3|3202|32006|32|3200607|320060705|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|ED72EB0F1C5B2CEE2BD6900C35AA6CF6|333762950|3|2013|6|6|1|3|1|76|32|3201209|32|3201209|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||14|0|1|0|0|3391860||1|270|0|0|0|0|5|0|1|0|32069685|3|3204|32012|32|3201209|320120905|3|1|||||||||||1|0|0
2019|8BFC77AAE5DE348445C9003FBCFD20CA|242279235|10|2013|5|6|1|2|1|76|32|3205309|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|14992994||1|240|0|0|0|0|5|0|1|0|32037031|3|3203|32009|32|3205002|320500215|3|1|||||||||||1|0|0
2019|BA8B0ABE808A3256E060E257D7DF2397|28201090|4|2004|15|15|2|3|1|76|32|3201308|32|3201308|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|9625504||1|270|0|0|0|0|5|0|1|0|32034288|3|3203|32009|32|3201308|320130805|4|1|1|0||0|0|0|0|0|1|0|1|0|0
2019|822E6CC14818C1BD676CAB0FCEA98F74|347562491|7|2010|8|9|2|3|1|76|21|2103703|32|3202405|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|15501312||1|260|0|0|0|0|5|0|1|0|32068565|3|3203|32010|32|3202405|320240505|3|1|||||||||||1|0|0
2019|3E3BB3A80BD977DFBE7696EB222F93E7|348118735|3|2007|12|12|1|0|1|76|32|3202306|32|3200201|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|15055962||1|270|0|0|0|0|5|0|1|0|32064420|3|3204|32011|32|3200201|320020105|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|50AAEE55BE981FE2D3879657DFB3982A|350770623|3|2010|9|9|2|1|1|76|31|3136702|32|3201209|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|14892583||1|270|0|0|0|0|5|0|1|0|32077807|3|3204|32012|32|3201209|320120905|3|1|||||||||||1|0|0
2019|B7D6A49A33F0AE0A814D6F49CEC6F1D0|301723671|4|2016|3|3|2|3|1|76|32|3205309|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|15201197||1|240|0|0|0|0|5|0|1|0|32079818|3|3203|32009|32|3205002|320500220|3|1|||||||||||1|0|0
2019|710F8AA6709A14BC11C3C6D051D8099E|348174477|9|2010|8|9|1|1|1|76|31|3124203|32|3202553|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|14801801||1|260|0|0|0|0|5|0|1|0|32074360|3|3204|32011|32|3202553|320255305|3|1|||||||||||1|0|0
2019|5DAB617A4A170370349A1DB3760B7EEF|370649428|4|2011|8|8|1|1|1|76|32|3202405|32|3202405|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|8544467||1|270|0|0|0|0|5|0|1|0|32043759|3|3203|32010|32|3202405|320240505|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|A91D9B6D829DC92004AA4E2DCF93EB61|230131726|9|2009|9|10|2|1|1|76|32|3205309|32|3205309|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|2078401||1|275|0|0|0|0|5|0|1|0|32068700|3|3203|32009|32|3205309|320530905|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|BC7750F8A81D7B385F016682629DA4F2|117189934|8|2011|7|8|2|3|1|76|32|3205309|32|3203346|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|699034||1|270|0|0|0|0|5|0|1|0|32103000|3|3203|32007|32|3203346|320334605|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|E3C1ED03457165683451EDBD6656CDF8|336128502|12|2009|9|10|2|2|1|76|32|3205200|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|1025471||1|260|0|0|0|0|5|0|1|0|32038356|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
2019|59836C831DD6EC9F14A35F9743D057B3|337114718|2|2010|9|9|1|3|1|76|32|3203205|32|3203205|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||||||||||||3|0||||||||||||17|0|1|0|0|15075834||1|270|0|0|0|0|5|0|1|0|32022115|3|3202|32006|32|3203205|320320505|3|1|||||||||||1|0|0
2019|CDBD788B2C05528B282C0C13EF09CEF0|357690801|9|2008|10|11|2|3|1|76|29|2932903|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|15433338||1|270|0|0|0|0|5|0|1|0|32034903|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|77553D1B6A1F1728D576BDB7B1F27C74|277616255|1|2012|7|7|2|1|1|76|33|3302403|32|3200409|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|3147037||1|260|0|0|0|0|5|0|1|0|32073267|3|3203|32010|32|3200409|320040905|3|1|||||||||||1|0|0
2019|B5A53B63B4E2E913D94E4B071B16D834|278846860|1|2009|10|10|2|3|1|76|32|3205200|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|870717||1|270|0|0|0|0|5|0|1|0|32034369|3|3203|32009|32|3201308|320130805|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|CF5B030555746B05458EF4B4391DCAE9|172236098|5|2004|15|15|1|3|1|76|32|3205309|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||21|0|1|0|0|9052500||1|270|0|0|0|0|5|0|1|0|32067810|3|3203|32009|32|3205002|320500215|3|1|||||||||||1|0|0
2019|9F8004619E4BED5AA037A3544FE133AD|332407581|6|2008|10|11|2|3|1|76|32|3205309|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|14767503||1|270|0|0|0|0|5|0|1|0|32035926|3|3203|32009|32|3205002|320500205|4|1|1|0||1|0|0|0|0|0|0|2|0|0
2019|0E9A01E857B050B8614ED0A054E33A81|333203002|10|2016|2|3|2|3|1|76|32|3201209|32|3201209|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|14870944||1|270|0|0|0|0|5|0|1|0|32070225|3|3204|32012|32|3201209|320120905|3|1|||||||||||1|0|0
2019|438617464ADC7C7B4C4EE30CC95989B9|376133841|5|2012|7|7|2|3|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||14|0|1|0|0|16813976||1|520|0|0|0|0|5|0|1|0|32040180|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|DAFCCF2FEE05118E9BE8C831C6FF8CEC|377154185|8|2011|7|8|2|3|1|76|32|3205309|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|16793257||1|270|0|0|0|0|5|0|1|0|32040164|3|3203|32009|32|3205309|320530910|3|1|||||||||||2|0|0
2019|18097D55EFA208FA26236BAC66697891|375716820|8|2005|13|14|2|3|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||21|0|1|0|0|16797710||1|270|0|0|0|0|5|0|1|0|32040539|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|AFD963CE1FDD07C18665B6AC200A28C4|336313159|6|2018|0|1|1|1|1|76|32|3202801|32|3200300|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|15040850||1|560|0|0|0|0|5|0|1|0|32042035|3|3203|32010|32|3200300|320030005|3|1|||||||||||2|0|0
2019|5AF7730EC6CE516C0F1829F16F92E0C8|287055042|10|2006|12|13|1|1|1|76|32|3203205|32|3205010|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|14926832||1|270|0|0|0|0|5|0|1|0|32071426|3|3202|32006|32|3205010|320501005|3|1|||||||||||1|0|0
2019|84B3BE448C1473910AA267568D98BE06|337015014|10|2013|5|6|2|1|1|76|32|3205200|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|13051078||1|260|0|0|0|0|5|0|1|0|32070799|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
2019|23A4A6DA96FFA8F6FA3D99072E200556|340085536|11|2013|5|6|1|3|1|76|32|3204906|32|3201605|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|15209921||1|270|0|0|0|0|5|0|1|0|32066708|3|3202|32005|32|3201605|320160507|3|1|||||||||||1|0|0
2019|3E652F82721213DA2FF404FA5263E01B|347962203|12|2006|12|13|2|3|1|76|32|3201506|32|3201506|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|15516230||1|270|0|0|0|0|5|0|1|0|32115059|3|3201|32003|32|3201506|320150605|3|1|||||||||||1|0|0
2019|625E00D4A88538A21B3465E4B98FA645|346469459|11|1985|33|34|1|2|1|76|32|3202801|32|3201209|2|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||71|0|0|1|0|15456595||1|300|0|0|0|0|5|0|1|0|32052235|3|3204|32012|32|3201209|320120905|2|1|||||||||||1|0|0
2019|32C29FB07D0CDD0CA87953111A22FCCE|346988798|4|2017|2|2|1|1|1|76|32|3201407|32|3201407|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|2083802||1|600|0|0|0|0|5|0|1|0|32121032|3|3204|32012|32|3201407|320140705|3|1|||||||||||1|0|0
2019|8532029FED648A59785B2880C04F470D|326323327|8|2007|11|12|1|3|1|76|32|3203205|32|3203205|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|14229508||1|270|0|0|0|0|5|0|1|0|32097808|3|3202|32006|32|3203205|320320505|3|1|||||||||||1|0|0
2019|BC34122D50719CB2CD13A49F7EF0FD3E|348146116|7|2011|7|8|2|1|1|76|32|3201704|32|3201704|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|15518904||1|270|0|0|0|0|5|0|1|0|32062206|3|3203|32007|32|3201704|320170405|3|1|||||||||||1|0|0
2019|C56A4AE17804C2DDB57BD3F58848D082|350909554|1|2007|12|12|2|3|1|76|32|3205309|32|3201902|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|13106126||1|260|0|0|0|0|5|0|1|0|32028741|3|3203|32007|32|3201902|320190205|3|1|||||||||||1|0|0
2019|B49178CBDE3AECD5DA51B60C9BE0010C|363490652|5|2013|6|6|2|1|1|76|32|3205002|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|13485926||1|250|0|0|0|0|5|0|1|0|32035365|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|9AD67CA1CD7DC169E78B32310F5205DA|335217675|12|2008|10|11|2|3|1|76|32|3205309|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|14750096||1|270|0|0|0|0|5|0|1|0|32077785|3|3203|32009|32|3205002|320500205|3|1|||||||||||1|0|0
2019|6FF44A988E488677619A5B27EE04C62F|335328529|5|2017|2|2|1|1|1|76|32|3203205|32|3203205|1||1|0|0|0|0|0|0|0|0|1|0|9|9|9|9|9|9|9|9|9|9|9|9||||||||||||3|0||||||||||||1|0|1|0|0|14937586||1|250|0|0|0|0|5|0|1|0|32022697|3|3202|32006|32|3203205|320320505|3|1|||||||||||1|0|0
2019|345886D449BFD61844042715C85696A7|375570522|7|2011|7|8|1|3|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|16790372||1|270|270|0|0|0|5|0|1|0|32040962|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|4B161FB8585B91E500CF92CD05FFD2E6|375287548|9|2016|2|3|2|3|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|16776289||1|270|0|0|0|0|5|0|1|0|32063431|3|3203|32009|32|3205309|320530910|3|1|||||||||||1|0|0
2019|4E71F315449D2DDF605C5C46A19B4919|337252567|10|2015|3|4|1|1|1|76|32|3205069|32|3201704|2|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|15071002||1|570|0|0|0|0|5|0|1|0|32071418|3|3203|32007|32|3201704|320170405|3|2|||||||||||1|0|0
2019|755E7620DD93AFEF5993CA6484F6A747|338942698|3|1999|20|20|2|0|1|76|32|3202405|32|3202405|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||70|0|0|1|0|15166191||1|220|0|0|0|0|5|0|1|0|32078056|3|3203|32010|32|3202405|320240505|3|1|||||||||||1|0|0
2019|BD63560371310A8F10D648C896DEA19D|345276222|4|2012|7|7|1|3|1|76|32|3205200|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||14|0|1|0|0|14868694||1|300|0|0|0|0|5|0|1|0|32077017|3|3203|32009|32|3205200|320520020|3|1|||||||||||1|0|0
2019|1D15FA0F8BF28384ABC8C5276C6D5F0A|294743608|7|2013|5|6|2|1|1|76|32|3204906|32|3204906|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|12784654||1|270|0|0|0|0|5|0|1|0|32101899|3|3202|32005|32|3204906|320490605|4|1|1|0||0|0|0|0|1|1|0|1|0|0
2019|A157503EFAE2D629F140A453CDBD7518|345857300|12|2010|8|9|2|3|1|76|32|3205002|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|15155049||1|270|0|0|0|0|5|0|1|0|32036264|3|3203|32009|32|3205002|320500205|3|1|||||||||||1|0|0
2019|043BFC8CDE59204D7E7E44829459CCA1|345629582|4|2010|9|9|2|1|1|76|11|1100205|||1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|14961474||1|270|0|0|0|0|5|0|1|0|32034555|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|3258E2AE1F802A0B599A53EC2D4D7D0A|306185066|5|2015|4|4|1|2|1|76|32|3201308|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|13338431||1|250|0|0|0|0|5|0|1|0|32068646|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|7C44945706FF59A23FB332CDED881A80|336071273|9|2015|3|4|2|3|1|76|32|3205002|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|14843085||1|240|0|0|0|0|5|0|1|0|32037015|3|3203|32009|32|3205002|320500215|3|1|||||||||||1|0|0
2019|D193C8DF10D3EC2E7BFEFC9CCAFB87A2|336318446|8|2004|14|15|2|0|1|76|32|3205309|32|3205309|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|14840203||1|320|0|0|0|0|5|0|1|0|32040075|3|3203|32009|32|3205309|320530905|4|1|4|0||1|0|0|0|0|0|0|1|0|0
2019|6EB9ABBAE1336C430BA812A8F78836BA|330232496|2|2012|7|7|2|0|1|76|32|3200904|32|3200169|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|14658608||1|260|0|0|0|0|5|0|1|0|32075502|3|3201|32001|32|3200169|320016905|3|1|||||||||||1|0|0
2019|9513E81D8DF886155C10844B792A9C24|289761817|5|2016|3|3|2|3|1|76|32|3205309|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|12080463||1|240|0|0|0|0|5|0|1|0|32123019|3|3203|32009|32|3205002|320500215|3|1|||||||||||2|0|0
2019|1E65304B0E7BF306A6DB0DBBCD5A0D9C|332294266|9|2013|5|6|1|3|1|76|32|3203205|32|3203205|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|14541293||1|250|0|0|0|0|5|0|1|0|32070330|3|3202|32006|32|3203205|320320505|3|1|||||||||||1|0|0
2019|57FC978697852B71FC0FBC5B0A4CE00A|115746964|6|2004|14|15|2|3|1|76|32|3205309|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||25|0|1|0|0|102167||1|320|0|0|0|0|5|0|1|0|32039395|3|3203|32009|32|3205200|320520020|4|1|4|0||0|0|0|0|0|0|1|1|0|0
2019|0CC20B648C3C748C1DB345A3013E41CD|283716367|1|2014|5|5|1|1|1|76|32|3205200|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|3020048||1|260|0|0|0|0|5|0|1|0|32035217|3|3203|32009|32|3201308|320130805|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|E51C2072F85AD6768B6F341AAFD70DB2|333416345|6|2012|6|7|2|3|1|76|32|3205200|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||14|0|1|0|0|14832844||1|260|0|0|0|0|5|0|1|0|32039212|3|3203|32009|32|3205200|320520015|3|1|||||||||||1|0|0
2019|FABB746C49596A7D89FFED4765F18470|333443408|1|2013|6|6|1|3|1|76|32|3201308|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||14|0|1|0|0|12033861||1|270|144|0|0|0|5|0|1|0|32039778|3|3203|32009|32|3205200|320520025|3|1|||||||||||1|0|0
2019|EABCD3618EEFFBBA7CD0562B73256883|333446800|4|2016|3|3|2|3|1|76|32|3205309|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|14842726||1|240|0|0|0|0|5|0|1|0|32037015|3|3203|32009|32|3205002|320500215|3|1|||||||||||1|0|0
2019|98FC25477B38BFCEE04F83798D26AB13|333958204|4|2008|11|11|2|3|1|76|32|3203205|32|3203205|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|14936153||1|270|0|0|0|0|5|0|1|0|32022182|3|3202|32006|32|3203205|320320505|3|1|||||||||||1|0|0
2019|6ED99C606496B92159DFED38E171E8F6|334364101|8|2011|7|8|1|1|1|76|32|3205200|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|654536||1|260|0|0|0|0|5|0|1|0|32039107|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
2019|4C27901646D6C79010681011C302C53D|334599125|1|2016|3|3|2|1|1|76|32|3205200|32|3205200|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|736371||1|260|0|0|0|0|5|0|1|0|32066201|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
2019|BBA0BA3F9C046C05BBB438B47639AA75|171133211|9|2005|13|14|1|3|1|76|32|3204203|32|3202801|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||21|0|1|0|0|1097862||1|270|0|0|0|0|5|0|1|0|32059833|3|3204|32013|32|3202801|320280105|3|1|||||||||||1|0|0
2019|EF46BA189E66F783BA3C21BB4C8E54E0|336518265|8|2007|11|12|2|1|1|76|32|3203205|32|3205010|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|14927718||1|270|0|0|0|0|5|0|1|0|32071426|3|3202|32006|32|3205010|320501005|3|1|||||||||||1|0|0
2019|03F876BF1E121B610BC1766E114DE97B|223961455|10|2006|12|13|1|0|1|76|32|3205200|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|4764995||1|270|0|0|0|0|5|0|1|0|32078412|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
2019|559E479ED4ED95E8BFE014B59F589497|336586320|6|2012|6|7|2|3|1|76|32|3204609|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||14|0|1|0|0|12267049||1|260|0|0|0|0|5|0|1|0|32071485|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
2019|7165B5A8FD1CDC0FC84672D171DCE087|340053353|6|2013|5|6|2|1|1|76|32|3204906|32|3201605|2||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|15209622||1|270|0|0|0|0|5|0|1|0|32067941|3|3202|32005|32|3201605|320160507|3|2|||||||||||1|0|0
