NU_ANO_CENSO|ID_ALUNO|ID_MATRICULA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_LOCAL_RESID_DIFERENCIADA|IN_NECESSIDADE_ESPECIAL|IN_BAIXA_VISAO|IN_CEGUEIRA|IN_DEF_AUDITIVA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_SURDEZ|IN_SURDOCEGUEIRA|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_AMPLIADA_18|IN_RECURSO_AMPLIADA_24|IN_RECURSO_CD_AUDIO|IN_RECURSO_PROVA_PORTUGUES|IN_RECURSO_VIDEO_LIBRAS|IN_RECURSO_BRAILLE|IN_RECURSO_NENHUM|IN_AEE_LIBRAS|IN_AEE_LINGUA_PORTUGUESA|IN_AEE_INFORMATICA_ACESSIVEL|IN_AEE_BRAILLE|IN_AEE_CAA|IN_AEE_SOROBAN|IN_AEE_VIDA_AUTONOMA|IN_AEE_OPTICOS_NAO_OPTICOS|IN_AEE_ENRIQ_CURRICULAR|IN_AEE_DESEN_COGNITIVO|IN_AEE_MOBILIDADE|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_BICICLETA|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_TR_ANIMAL|IN_TRANSP_VANS_KOMBI|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|TP_ETAPA_ENSINO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_MEDIACAO_DIDATICO_PEDAGO|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_UNIFICADA|TP_TIPO_ATENDIMENTO_TURMA|TP_TIPO_LOCAL_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_OSCIP|IN_MANT_ESCOLA_PRIV_ONG_OSCIP|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2019|21B90F35C005602AED3A75859E7B98EB|352342385|7|2005|13|14|1|3|1|76|32|3201209|32|3201209|2||0||||||||||||||||||||||||||||||||||3|0||||||||||||19|0|1|0|0|9923401||1|270|0|0|0|0|6|0|1|0|32077718|3|3204|32013|32|3204302|320430205|3|1|||||||||||1|0|0
2019|302E1913219E0B12EB991EEED811CEB8|352468799|3|2017|2|2|2|3|1|76|32|3201506|32|3201506|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|15659807||1|250|0|0|0|0|5|0|1|0|32010370|3|3201|32003|32|3201506|320150605|3|1|||||||||||1|0|0
2019|7BFFC6B049933B7EC92F4C995E0B1E21|248297934|7|2010|8|9|1|0|1|76|32|3205309|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|6367738||1|270|0|0|0|0|5|0|1|0|32077831|3|3203|32009|32|3205002|320500220|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|D93B7A8EBE9EDCC71E661ACC8781F5A0|300250911|10|1990|28|29|1|3|1|76|32|3202801|32|3203320|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||40|0|0|0|1|13069342|1006|1|250|0|0|0|0|5|0|1|0|32062303|3|3204|32013|32|3203320|320332005|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|A06C6BC4DB2B1FBA8414D0E24356CDB4|351840607|6|2015|3|4|1|0|1|76|32|3201308|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|14854692||1|240|0|0|0|0|5|0|1|0|32081600|3|3203|32009|32|3205002|320500215|3|1|||||||||||1|0|0
2019|8CCA8541545EF91BEDEC45E924151052|352591813|4|1982|37|37|2|0|1|76|32|3205309|32|3203205|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||71|0|0|1|0|12343494||2||0|0|0|0||0|1|0|32021798|3|3202|32006|32|3203205|320320505|2|1|||||||||||1|0|0
2019|7EDAD805B11A9BB8AFF9FA591F6AEF5A|356701663|8|2014|4|5|2|3|1|76|32|3202801|32|3203320|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|15868011||1|270|0|0|0|0|5|0|1|0|32070004|3|3204|32013|32|3203320|320332010|3|1|||||||||||1|0|0
2019|7774114432EE555A703AD1F4B78E86A1|356707910|6|2016|2|3|1|3|1|76|32|3205309|||1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|15099137||1|240|0|0|0|0|5|0|1|0|32075111|3|3203|32009|32|3205002|320500205|3|1|||||||||||1|0|0
2019|870A74C2789070BF0AFBA94FB7A5A29A|357720302|7|2015|3|4|1|3|1|76|32|3205309|32|3204609|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|13344019||1|270|0|0|0|0|5|0|1|0|32071698|3|3203|32008|32|3204609|320460905|3|1|||||||||||1|0|0
2019|1084AAFE46A87A5FD986F8D3C8F9C129|128538183|4|2006|13|13|2|1|1|76|32|3205200|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||21|0|1|0|0|2092782||1|260|0|0|0|0|5|0|1|0|32069936|3|3203|32009|32|3205200|320520005|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|51994FFD9F9C2AA2940DB25F86E0C1C8|360664479|10|1985|33|34|2|3|1|76|32|3205309|32|3201308|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||40|0|0|0|1|15428841|1006|1|600|0|0|0|0|1|0|1|0|32076363|3|3203|32009|32|3201308|320130805|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|55A57629EDA9233277A8E7DE4BFE7E69|362519202|12|2011|7|8|1|3|1|76|32|3205309|32|3201308|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|366474||1|270|0|0|0|0|5|0|1|0|32034407|3|3203|32009|32|3201308|320130810|4|1|4|0||0|0|0|0|0|0|1|2|0|0
2019|F8D1DEE577421EFBFC077C3F87FBE4F8|363122620|10|2013|5|6|1|1|1|76|32|3205309|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|13011423||1|270|0|0|0|0|5|0|1|0|32070845|3|3203|32009|32|3205002|320500215|4|1|1|0||0|0|0|0|1|0|0|0|0|0
2019|894B22C7829DDEC42E7790DC65B44961|363208254|12|2013|5|6|1|3|1|76|32|3205002|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|12108568||1|240|0|0|0|0|5|0|1|0|32068212|3|3203|32009|32|3205002|320500220|3|1|||||||||||1|0|0
2019|D2B2BE72F01D0410373FE29690486BF5|363627834|10|2014|4|5|2|3|1|76|32|3205002|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|737569||1|260|0|0|0|0|5|0|1|0|32125011|3|3203|32009|32|3205200|320520015|3|1|||||||||||1|0|0
2019|11FB792070D3C7BB79FE5A579608F2BF|367858331|7|1996|22|23|1|1|1|76|32|3201209|32|3201209|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||40|0|0|0|1|16231021|1023|1|210|0|0|0|0|5|0|1|0|32101627|3|3204|32012|32|3201209|320120905|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|1E6B2C0CCC24E4C3CDDB966EB03374C8|370761804|5|2001|18|18|2|0|1|76|29|2903409|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||70|0|0|1|0|16545323||1|180|0|0|0|0|5|0|1|0|32034490|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|C759C4B37E925620CBDB64BEC5CBFC24|373553208|1|2018|1|1|2|1|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|16702055||1|270|0|0|0|0|5|0|1|0|32064543|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|DAB22FA697FFEB2F09FB6907C89022E8|375590999|7|2008|10|11|1|3|1|76|32|3203205|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0|||||||||||||||||16792009||1|270|||||5||3|0|32040342|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|878EF05602683C83B719AC376B29C710|376688716|9|2004|14|15|2|3|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|16836239||1|270|0|0|0|0|5|0|1|0|32040385|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|7CC971E6E5F43BBA820AAA5841BCDBEF|376688767|11|2001|17|18|1|3|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||21|0|1|0|0|16836238||1|270|0|0|0|0|5|0|1|0|32040385|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|6D6FE7421EF9B2031D8702A4BDCF7C29|376688827|4|2003|16|16|1|1|1|76|33|3304557|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|16836239||1|270|0|0|0|0|5|0|1|0|32040385|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|2E6C918F08FB9A18925000A7A7CDB298|363460425|12|2004|14|15|2|1|1|76|32|3205002|||1||0||||||||||||||||||||||||||||||||||3|0|||||||||||||||||15436308||1|360|||||3||3|0|32079591|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|5C1643FBA6597BC687A1EFAFCF77AD8A|346376156|6|2005|13|14|2|3|1|76|32|3201308|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|15453270||1|300|0|0|0|0|5|0|1|0|32033842|3|3203|32009|32|3201308|320130805|2|1|||||||||||1|0|0
2019|FBC993CBC953F461BBEBBED61BECF770|346387507|3|2012|7|7|2|1|1|76|32|3201308|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|15453647||1|300|0|0|0|0|5|0|1|0|32034563|3|3203|32009|32|3201308|320130805|2|1|||||||||||1|0|0
2019|0856D60335E978ECE5F1607B7BEDB716|366875855|6|2006|12|13|1|1|1|76|32|3205309|||1||0||||||||||||||||||||||||||||||||||3|0||||||||||||21|0|1|0|0|7215156||1|265|0|0|0|0|5|0|1|0|32038160|3|3203|32009|32|3205200|320520005|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|71496211F766D8C079E5AA69CAE080FF|301700173|6|2005|13|14|1|3|1|76|32|3205002|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||21|0|1|0|0|7866833||1|260|0|0|0|0|5|0|1|0|32080190|3|3203|32009|32|3205200|320520005|3|1|||||||||||1|0|0
2019|8695C76358FB1DEE5DCCE01EA11A7967|371845594|6|2016|2|3|1|3|1|76|31|3106200|32|3205200|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|16222957||1|260|0|0|0|0|5|0|1|0|32038704|3|3203|32009|32|3205200|320520005|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|D5BE0C7B98B6D5B6ADC9C238EEB4320E|346461262|4|2001|18|18|2|4|1|76|32|3205200|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||26|0|1|0|0|15456317||1|360|0|0|0|0|5|0|1|0|32039867|3|3203|32009|32|3205200|320520005|2|1|||||||||||1|0|0
2019|0C853E12481D968CE9717D59A189C013|338188897|8|2015|3|4|2|0|1|76|32|3201308|32|3205101|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|15132284||1|295|0|0|0|0|5|0|1|0|32065825|3|3203|32009|32|3205101|320510105|3|1|||||||||||1|0|0
2019|1B092747C023F11230C5DD707420F226|110389999|1|2005|14|14|1|3|1|76|31|3139607|32|3203908|2||0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|15171906||1|270|0|0|0|0|5|0|1|0|32007183|3|3201|32002|32|3203908|320390815|3|2|||||||||||0|0|0
2019|999566CE9B30C17D058A816E13368597|339936623|3|2015|4|4|1|2|1|76|32|3204906|32|3201605|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|15205493||1|270|0|0|0|0|5|0|1|0|32016042|3|3202|32005|32|3201605|320160505|3|1|||||||||||1|3|0
2019|FDB9C5305804F77449D37B408E691513|349404416|8|2007|11|12|2|3|1|76|32|3205309|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|15402846||1|270|0|0|0|0|5|0|1|0|32034903|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|03F1A0DFD5E769E7FF404A36236E8E2F|345978129|4|2017|2|2|2|1|1|76|32|3205002|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|15426160||1|240|0|0|0|0|5|0|1|0|32094000|3|3203|32009|32|3205002|320500215|3|1|||||||||||1|0|0
2019|306CD1D0F4DB0DED686B1F35A56C2B3F|350609813|7|2014|4|5|1|3|1|76|32|3203502|32|3204252|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|15574427||1|260|0|0|0|0|5|0|1|0|32079788|3|3202|32004|32|3204252|320425205|3|1|||||||||||1|0|0
2019|C82E6FC457CD55FFF84C9B4CE5B0B36C|357753053|2|2005|14|14|1|3|1|76|32|3204906|32|3204351|2|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|15955720||1|260|0|0|0|0|5|3|1|0|32025246|3|3202|32006|32|3204351|320435105|3|2|||||||||||1|0|0
2019|9277C1B4BE0885A0CB3EF66DCBB79E51|4851857|11|2004|14|15|2|1|1|76|32|3201209|32|3201209|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|15912410||1|270|0|0|0|0|5|0|1|0|32052120|3|3204|32012|32|3201209|320120905|4|1|4|0||1|0|0|0|0|0|1|2|0|0
2019|16E69C746D69235C56272B4CC3639A32|375145476|1|2014|5|5|1|1|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|16773678||1|270|0|0|0|0|5|0|1|0|32062850|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|EBE212031A78171EEE15F855EDFA595A|352243878|1|2016|3|3|2|3|1|76|32|3201308|32|3201308|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|15693057||1|250|0|0|0|0|5|0|1|0|32035314|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|7B380358A838263B9F56E205B7B58AF0|353679165|4|2003|16|16|1|3|1|76|32|3205200|32|3205200|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||21|0|1|0|0|514431||1|270|0|0|0|0|5|0|1|0|32039794|3|3203|32009|32|3205200|320520025|3|1|||||||||||1|0|0
2019|B16EC4F74DD189A422DC26FD499C9A32|351649746|10|2004|14|15|2|1|1|76|32|3202405|32|3202405|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|15669412||1|260|0|0|0|0|5|0|1|0|32043341|3|3203|32010|32|3202405|320240505|3|1|||||||||||1|0|0
2019|BE4896FC4C0721EF9A8F80C2F12679BF|351843602|3|2011|8|8|2|3|1|76|32|3200409|32|3200409|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|8978862||1|260|0|0|0|0|5|0|1|0|32042655|3|3203|32010|32|3200409|320040905|3|1|||||||||||1|0|0
2019|2B054417DD183E4E77D1B84FE1C0666E|298934489|10|2015|3|4|2|3|1|76|32|3201506|32|3200359|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||1|0|1|0|0|6511209||1|260|0|0|0|0|5|0|1|0|32061790|3|3201|32003|32|3200359|320035905|3|1|||||||||||1|0|0
2019|2C00E5CDCF2AE63179C10875DBB5AA4E|103658339|6|2008|10|11|2|3|1|76|32|3204906|32|3204906|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|3916312||1|270|0|0|0|0|5|0|1|0|32018193|3|3202|32005|32|3204906|320490605|3|1|||||||||||1|0|0
2019|F4849A05C146B61D110D273815CA14DE|375571206|4|2009|10|10|1|3|1|76|29|2905602|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|16791439||1|260|0|0|0|0|5|0|1|0|32040253|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|91AEC00DD2C30135264FE7C761139134|375582234|12|2008|10|11|2|1|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0|||||||||||||||||16791743||1|270|||||5||3|0|32040474|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|90115D035FBE52A3839AB6A3E3E29644|291493630|5|1994|25|25|1|3|1|76|32|3205309|32|3205101|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||71|0|0|1|0|12692825||1|300|0|0|0|0|5|0|1|3|32081316|3|3203|32009|32|3205101|320510105|2|1|||||||||||2|0|0
2019|AC6F251EFD7E2F01AC3C311338452E24|249208664|5|2013|6|6|1|3|1|76|32|3205309|32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|14735355||1|240|0|0|0|0|5|0|1|0|32076126|3|3203|32009|32|3205002|320500205|3|1|||||||||||1|0|0
2019|D5475E93BD30BCA671015AE1C0519C16|306300411|6|2009|9|10|1|3|1|76|32|3200904|32|3200904|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|13343006||1|260|0|0|0|0|5|0|1|0|32074107|3|3201|32001|32|3200904|320090435|3|1|||||||||||1|0|0
2019|034C44FC19DE6DB807B92561121B249E|333902379|1|2009|10|10|1|3|1|76|32|3200904|32|3200904|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|13343006||1|260|0|0|0|0|5|0|1|0|32074107|3|3201|32001|32|3200904|320090435|3|1|||||||||||1|0|0
2019|43033B5C17F19351694068E8928F6ACF|346431143|8|2006|12|13|1|2|1|76|29|2923001|32|3204906|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|15455275||1|300|0|0|0|0|5|0|1|0|32018061|3|3202|32005|32|3204906|320490605|2|1|||||||||||1|0|0
2019|C0E77AF2467B645DEABF4F3F5F6F9F4C|375631201|9|2011|7|8|2|3|1|76|32|3205309|32|3205309|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||15|0|1|0|0|16792770||1|270|0|0|0|0|5|0|1|0|32040660|3|3203|32009|32|3205309|320530905|3|1|||||||||||1|0|0
2019|A420A956EC1967CDFCB713D0BAD70109|331146081|12|2015|3|4|1|3|1|76|32|3203205|32|3200607|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|14614581||1|270|0|0|0|0|5|1|1|0|32020287|3|3202|32006|32|3200607|320060712|3|1|||||||||||0|0|0
2019|624B9EB68B761258B6030672AE8F8D4C|346624157|1|2003|16|16|1|3|1|76|32|3205309|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||26|0|1|0|0|15462124||1|295|0|0|0|0|5|0|1|0|32074425|3|3203|32009|32|3205002|320500220|2|1|||||||||||1|0|0
2019|45E5540BC7E6C5DEB82A455493788E5D|377842272|6|1999|19|20|1|1|1|76|31|3139607|32|3200904|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||71|0|0|1|0|2634709||2||0|0|0|0||0|1|0|32039972|3|3203|32009|32|3205309|320530905|2|1|||||||||||0|0|0
2019|792E9F1B0886246BB50E58A94BB36810|348212401|5|2004|15|15|2|3|1|76|32|3205309|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|15528631||1|300|0|0|0|0|5|0|1|0|32036540|3|3203|32009|32|3205002|320500215|2|1|||||||||||2|0|0
2019|907199A5D68C1700107E17D83DB4A481|348205176|5|2001|18|18|1|2|1|76|32|3201209|32|3200706|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||||||||||||3|0||||||||||||26|0|1|0|0|15528502||1|300|0|0|0|0|5|0|1|0|32051328|3|3204|32012|32|3200706|320070605|2|1|||||||||||1|0|0
2019|1FC3AA5E9C7D9D22D496FA2CFC359E7E|281712971|9|2010|8|9|2|3|1|76|32|3205309|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||16|0|1|0|0|14811366||1|270|0|0|0|0|5|0|1|0|32036272|3|3203|32009|32|3205002|320500215|3|1|||||||||||1|0|0
2019|91F337738B8F3E6843C3021472641ED8|348160215|11|2002|16|17|1|3|1|76|33|3300605|32|3201100|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|13343110||1|260|0|0|0|0|5|0|1|0|32068484|3|3204|32012|32|3201100|320110005|3|1|||||||||||0|0|0
2019|A7790CA6A2D00376B0C7BDDC88037897|23702903|8|2009|9|10|2|1|1|76|32|3205309|32|3201308|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|12466889||1|270|0|0|0|0|5|0|1|0|32034296|3|3203|32009|32|3201308|320130805|4|1|1|0||0|0|0|0|0|1|0|1|0|0
2019|142BC2408D239DAAA9A4ECF3A0DE23C8|336321458|10|2009|9|10|1|3|1|76|32|3201209|32|3202801|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|14967951||1|270|0|0|0|0|5|0|1|0|32081103|3|3204|32013|32|3202801|320280105|3|2|||||||||||1|0|0
2019|DEF32904857B30872B9D1AB3C0F2C4E1|337778481|2|1987|32|32|2|3|1|76|32|3204054|32|3204906|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||70|0|0|1|0|9388096||1|210|0|0|0|0|5|0|1|0|32097409|3|3202|32005|32|3204906|320490605|3|1|||||||||||1|0|0
2019|C96EBB582C778EFC9305070B9B5B79D7|309343838|8|2008|10|11|1|0|1|76|32|3205309|||1||0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|13485624||1|270|0|0|0|0|5|0|1|0|32064829|3|3203|32009|32|3201308|320130805|3|1|||||||||||1|0|0
2019|D2F8DD6E501C1FB93F4917B44C0FB491|349364659|12|2008|10|11|2|3|1|76|32|3203908|32|3204252|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||18|0|1|0|0|15516814||1|300|0|0|0|0|5|0|1|0|32015062|3|3202|32004|32|3204252|320425205|3|1|||||||||||1|0|0
2019|9B0F6C043D46C9FD838AB14282AEBF0C|350678322|5|2005|14|14|2|0|1|76|31|3118304|32|3204559|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||41|0|1|0|0|14189664||1|320|0|0|0|0|5|0|1|0|32086008|3|3203|32008|32|3204609|320460905|4|1|1|0||1|0|0|0|0|0|0|2|0|0
2019|935BBD1DD18FC3CD4B61C9A495BF7F02|289679112|10|2005|13|14|2|3|1|76|32|3203205|32|3203205|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||21|0|1|0|0|8872556||1|270|0|0|0|0|5|0|1|0|32064730|3|3202|32006|32|3203205|320320505|3|1|||||||||||1|0|0
2019|573E4BC0B6757E38DC3321BE145F0C71|220469079|5|2002|17|17|1|1|1|76|31|3144300|32|3203502|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||32|0|1|0|1|8793207|4050|1|480|0|0|0|0|5|0|1|0|32080956|3|3202|32004|32|3203502|320350205|1|1|||||||||||1|0|0
2019|CAB36CE6C24E2423F8C409B1BEFA1E1D|167571125|8|2009|9|10|1|1|3|620|||32|3205002|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||17|0|1|0|0|313220||1|270|0|0|0|0|5|0|1|0|32075146|3|3203|32009|32|3205002|320500215|3|1|||||||||||1|0|0
2019|7AD00216A558B8F905615D34C54FDD06|164440382|1|2007|12|12|2|3|1|76|32|3203205|32|3203205|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|205414||1|270|0|0|0|0|5|0|1|0|32021828|3|3202|32006|32|3203205|320320505|4|1|1|0||1|0|0|0|0|0|0|1|0|0
2019|DDD9CDECCEEEBE26F1626F295EA7AFD6|48795171|7|2005|13|14|1|1|1|76|32|3205200|32|3205069|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||21|0|1|0|0|4102918||1|325|0|0|0|0|5|0|1|0|32073739|3|3203|32007|32|3205069|320506905|4|1|1|0||0|0|0|0|1|0|0|1|0|0
2019|A0443E53E3A8A1DCC9967C0626A29E57|224481516|5|2006|13|13|1|3|1|76|32|3204708|32|3205176|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||20|0|1|0|0|14814884||1|270|0|0|0|0|5|0|1|0|32024177|3|3201|32002|32|3205176|320517630|3|1|||||||||||1|0|0
2019|2F0C33D811292B8E0DC5AE4B55E714C2|172213746|8|1998|20|21|2|3|1|76|32|3204906|32|3204906|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||39|0|0|0|1|798042|3040|1|220|0|0|0|0|5|0|1|0|32079605|3|3202|32005|32|3204906|320490605|1|1|||||||||||1|0|0
2019|245FFECAD688CF059931BCD74ECC9174|332632074|12|2014|4|5|1|0|1|76|32|3201209|32|3201209|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|14781576||1|270|0|0|0|0|5|0|1|0|32069715|3|3204|32012|32|3201209|320120915|3|1|||||||||||1|0|0
2019|B7D3E7447665C96CE24A14FFF4989854|332638190|8|2014|4|5|1|3|1|76|32|3203809|32|3203809|1||0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|14850729||1|270|0|0|0|0|5|0|1|0|32057873|3|3204|32012|32|3203809|320380905|3|1|||||||||||1|0|0
2019|8FC7CCF8A411744EBF188FC8C58B7365|332672616|2|2015|4|4|2|1|1|76|32|3205309|32|3205002|1|0|0||||||||||||||||||||||||||||||||||3|0||||||||||||2|0|1|0|0|14731084||1|240|0|0|0|0|5|0|1|0|32102178|3|3203|32009|32|3205002|320500215|3|1|||||||||||1|0|0
